2832268.518520 	0.000000 	0.000000 	0.000000 	1000000.000000 	2083333.333330 	-3333.333333 	0.000000 	0.000000 	0.000000 	1000000.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-2800000.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-28935.185185 	0.000000 	0.000000 	0.000000 	0.000000 	2083333.333330 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	
0.000000 	1635447.530860 	0.000000 	-2000000.000000 	0.000000 	5555555.555550 	0.000000 	-6666.666667 	0.000000 	-2000000.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-30864.197531 	0.000000 	0.000000 	0.000000 	5555555.555550 	0.000000 	-1597916.666670 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	
0.000000 	0.000000 	1724367.283950 	-2083333.333330 	-2777777.777780 	0.000000 	0.000000 	0.000000 	-1680000.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-15432.098765 	0.000000 	-2777777.777780 	0.000000 	0.000000 	0.000000 	-28935.185185 	-2083333.333330 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	
0.000000 	-2000000.000000 	-2083333.333330 	1003333333.330000 	0.000000 	0.000000 	0.000000 	2000000.000000 	0.000000 	400000000.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-3333333.333330 	0.000000 	0.000000 	0.000000 	0.000000 	2083333.333330 	100000000.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	
1000000.000000 	0.000000 	-2777777.777780 	0.000000 	1067500000.000000 	0.000000 	-1000000.000000 	0.000000 	0.000000 	0.000000 	200000000.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	2777777.777780 	0.000000 	333333333.333000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-833333.333333 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	
2083333.333330 	5555555.555550 	0.000000 	0.000000 	0.000000 	1535333333.330000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-2000000.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-5555555.555550 	0.000000 	0.000000 	0.000000 	666666666.667000 	-2083333.333330 	0.000000 	0.000000 	0.000000 	0.000000 	100000000.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	
-3333.333333 	0.000000 	0.000000 	0.000000 	-1000000.000000 	0.000000 	2832268.518520 	0.000000 	0.000000 	0.000000 	-1000000.000000 	2083333.333330 	-2800000.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-28935.185185 	0.000000 	0.000000 	0.000000 	0.000000 	2083333.333330 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	
0.000000 	-6666.666667 	0.000000 	2000000.000000 	0.000000 	0.000000 	0.000000 	1635447.530860 	0.000000 	2000000.000000 	0.000000 	5555555.555550 	0.000000 	-30864.197531 	0.000000 	0.000000 	0.000000 	5555555.555550 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-1597916.666670 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	
0.000000 	0.000000 	-1680000.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1724367.283950 	-2083333.333330 	-2777777.777780 	0.000000 	0.000000 	0.000000 	-15432.098765 	0.000000 	-2777777.777780 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-28935.185185 	-2083333.333330 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	
0.000000 	-2000000.000000 	0.000000 	400000000.000000 	0.000000 	0.000000 	0.000000 	2000000.000000 	-2083333.333330 	1003333333.330000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-3333333.333330 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	2083333.333330 	100000000.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	
